       tic                           sectors          t0    t0_sigma          P0    P0_sigma morphology source flag
---------- --------------------------------- ----------- ----------- ----------- ----------- ---------- ------ ----
  19570530                                 7 1499.489907    0.021778  12.4471515   0.0419994      0.286    LCF     
  20072363                         5-6,32-33 1438.225747    0.000995   0.5160955   0.0003600      0.859    LCF     
  20095466                               5-6 1438.184844    0.000456   0.2118497   0.0000036      0.437    LCF    A
  20176492                                 5 1439.829249    0.000125   2.2213018   0.0000080      0.557    LCF     
  20212631                             23-24 1930.006684    0.000777   0.2971598   0.0000009      0.824    LCF     
  20239565                             23-24 1929.654487    0.000257   6.0211645   0.0000486      0.257    LCF     
  20299889                             23-24 1951.041183    0.000800   7.6062167   0.0015527      0.496    LCF     
  20876588                                18 1792.318610    0.003636   3.1497806   0.0011490      0.532    LCF     
  21126323                             25-26 1987.660433    0.000468   1.8416171   0.0000401      0.525    LCF     
  21174723                                18 1790.751311    0.000316   0.2318808   0.0000005      0.557    LCF     
  21175869                                18 1804.435354    0.009589   2.7393993   0.0016576      0.875    LCF     
  21184505                              7,34 1495.179543    0.003317   5.2919898   0.0033657      0.876    LCF     
  21319374                                19 1824.559272    0.000473   1.7609748   0.0000740      0.430    LCF     
  21442712                               5-6 1438.336216    0.002017   0.3495390   0.0000049      0.951    LCF     
  21499327                                21 1875.295171    0.000711  14.7836424   0.0006833      0.167    LCF     
  21499609                                21 1869.731935    0.000585   8.4780878   0.0000295      0.205    LCF     
  21639186                                10 1574.859565    0.015565   4.7297276   0.0073496      0.467    LCF     
  21729403                                 5 1438.146157    0.000149   0.4053460   0.0000016      0.690    LCF     
  21827849                                10 1571.580823    0.000463   0.9426368   0.0007904      0.458    LCF     
  22017780                             22-23 1900.257173    0.000090   0.3842047   0.0000041      0.809    LCF     
  22079739                                 9 1544.662504    0.002512   0.6861425   0.0001285      0.458    LCF    A
  22120766                               8-9 1518.472114    0.004142   2.4967030   0.0001789      0.683    LCF     
  22146154                                 9 1549.909382    0.000328  18.1921987   0.0155509      0.107    LCF     
  22221233                                 9 1544.767221    0.000888   1.8623447   0.0002198      0.686    LCF     
  22390773                                10 1572.061846    0.000348  11.3051195   0.0002512      0.109    LCF     
  22457438                                10 1571.283005    0.000180   0.3606758   0.0000005      0.717    LCF     
  22481474                             10,37 1571.009183    0.000817   0.4403005   0.0000003      0.433    LCF     
  22538139                                 8 1520.180553    0.000198   4.6328668   0.0000975      0.321    LCF     
  22590328                                20 1843.627327    0.000380   2.7375935   0.0000743      0.295    LCF     
  22766107                           7,33-34 1492.909215    0.019518   1.7262794   0.0000478      0.408    LCF     
  22818693                             22-23 1902.273162    0.000080   5.6296634   0.0000204      0.128    LCF     
  22843856                                18 1790.981874    0.000906   1.8497231   0.0001004      0.305    LCF    A
  22937402                           7,33-34 1491.064988    0.000308   1.3826827   0.0001255      0.484    LCF     
  23139612                                 4 1411.047497    0.000018   0.4113067   0.0000008      0.799    LCF     
  23221002                                 4 1411.032453    0.000504   0.4452879   0.0000072      0.745    LCF     
  23324827                                 9 1543.538504    0.004955   6.1877672   0.0008143      0.312    LCF    A
  23328912                             10,36 1571.249904    0.000587   2.5640164   0.0000039      0.520    LCF     
  23555025                           9-10,36 1546.086083    0.004124   4.7456775   0.0038224      0.346    LCF     
  23559851                              9-10 1544.627042    0.001667   0.3248137   0.0000156      0.611    LCF     
  23753424                             16,23 1738.987683    0.000088   0.3455705   0.0000001      0.940    LCF     
  24004619                                21 1872.939199    0.000421   2.9160743   0.0003987      0.534    LCF     
  24077469                             24-25 1964.143127    0.000182   5.2959861   0.0000440      0.297    LCF     
  24133365                                12 1628.749991    0.000423   7.0690407   0.0000901      0.338    LCF     
  24194061                                12 1627.807690    0.000089   1.2624534   0.0000376      0.561    LCF     
  24397947                         5-6,32-33 1438.777823    0.039342  10.1909070   0.0000977      0.260    LCF    A
  24400247                            5-6,32 1445.246674    0.018697   7.2179641   0.0019400      0.235    LCF     
  24433067                                 5 1441.130378    0.001573   6.1864071   0.0010583      0.466    LCF     
  24450633                         5-6,32-33 1438.129739    0.000911   0.2286700   0.0000011      0.617    LCF     
  24522770                                 5 1439.981679    0.002697   2.1313403   0.0000790      0.596    LCF     
  24586751                                 5 1438.191106    0.000137   0.5128316   0.0000071      0.639    LCF     
  24588623                           5,32-33 1437.157709    0.000353   2.7402142   0.0000657      0.634    LCF     
  24606516                                 5 1438.526357    0.000185   0.4019809   0.0000060      0.857    LCF     
  24704862                            1-2,29 1339.284959    0.270885  17.2004992   0.1132449      0.213    LCF    I
  24733359                            8-9,35 1517.651537    0.001506   0.3785419   0.0000002      0.903    LCF     
  24935204                                17 1765.566709    0.001677  13.4431850   0.0014535      0.081    LCF     
  24972851                               8-9 1519.458747    0.000240   4.0217397   0.0000368      0.336    LCF     
  25078120                              4-13 1410.772556    0.011686   0.8232098   0.0000029      0.952    LCF     
  25078924                        1-13,27-37 1325.961426    0.010333   0.9043827   0.0000110      0.556    LCF     
  25155310                  1-13,27-34,36-39 1330.808310    0.001196   3.2887910   0.0000041      0.349    LCF    A
  25156751                                 8 1519.753163    0.052457   1.7431151   0.0002628      0.445    LCF     
  25188036                                 6 1471.131521    0.000142   3.3928521   0.0000470      0.400    LCF     
  25195864                         4-6,27-37 1411.473071    0.000284   0.7435968   0.0000001      0.725    LCF     
  25226885                                 1 1327.473590    0.000116   1.6320461   0.0000173      0.520    LCF     
  25354620                                28 2060.972831    1.209310   5.0180904   0.0038076      0.165    LCF     
  25375553                              1,28 1325.582258    0.000510   2.3109655   0.0000038      0.447    LCF     
  25858367                                13 1656.563610    0.000831   2.2744901   0.0002414      0.558    LCF     
  26273760                              8,35 1517.176937    0.000844   4.5574670   0.0000047      0.275    LCF     
  26432264                                18 1791.466424    0.009370   1.0500526   0.0000140      0.742    LCF     
  26489741                             14-15 1685.948470    0.000009   4.9334845   0.0001392      0.388    LCF    A
  26533207                                18 1791.735596    0.000048   1.7655668   0.0000393      0.788    LCF     
  26542657                             14-15 1685.721193    0.000529  11.0047721   0.0000770      0.175    LCF     
  26543048                             14-15 1683.516189    0.000116   2.0051206   0.0000129      1.073    LCF     
  26568753                             17,24 1766.674423    0.002387   5.1477775   0.0000968      0.213    LCF     
  26656583                             14-15 1683.886433    0.000403   0.5276908   0.0000051      0.628    LCF     
  26801525                             17,24 1766.618816    0.000020   3.8966513   0.0000013      0.250    LCF     
  26993764                                17 1764.593223    0.001553   1.8842931   0.0001473      0.394    LCF     
  27006880                             14-15 1684.202713    0.000896   9.7631328   0.0001969      0.192    LCF     
  27112021                                23 1930.396002    0.000018   0.4079911   0.0000044      0.957    LCF     
  27307817                             14-15 1689.056125    0.009369  14.5841729   0.0057384      0.685    LCF     
  27312189                             14-16 1687.189318    0.000420   4.1779073   0.0000187      0.259    LCF     
  27397122                             14-15 1689.463868    0.001556  12.7335564   0.0001310      0.148    LCF     
  27654882                                 7 1493.387215    0.000313   2.2313010   0.0000578      0.479    LCF    A
  27767184                             14-15 1686.983532    0.000463   3.5129573   0.0000636      0.359    LCF     
  27843942                             14-16 1684.847550    0.000022   1.5218739   0.0000156      0.472    LCF     
